Region	Activity	lower_frequency	upper_frequency	Category	Service	Footnotes
US	Federal Government	155500000000	158500000000	p	Mobile	
US	Federal Government	155500000000	158500000000	p	Radio Astronomy	
US	Federal Government	155500000000	158500000000	p	Space Research (passive) 	5.562B
US	Federal Government	158500000000	164000000000		-	US211
US	Federal Government	158500000000	164000000000	p	Fixed	
US	Federal Government	158500000000	164000000000	p	Fixed-Satellite (space-to-Earth)	
US	Federal Government	158500000000	164000000000	p	Mobile	
US	Federal Government	158500000000	164000000000	p	Mobile-Satellite (space-to-Earth)	
US	Federal Government	164000000000	167000000000		-	US246
US	Federal Government	164000000000	167000000000	p	Earth Exploration-Satellite (passive)	
US	Federal Government	164000000000	167000000000	p	Radio Astronomy	US74
US	Federal Government	164000000000	167000000000	p	Space Research (passive)	
US	Federal Government	167000000000	174500000000		-	US211,US342
US	Federal Government	167000000000	174500000000	p	Fixed	
US	Federal Government	167000000000	174500000000	p	Fixed-Satellite (space-to-Earth)	
US	Federal Government	167000000000	174500000000	p	Inter-Satellite	
US	Federal Government	167000000000	174500000000	p	Mobile	5.558
US	Federal Government	174500000000	174800000000	p	Fixed	
US	Federal Government	174500000000	174800000000	p	Inter-Satellite	
US	Federal Government	174500000000	174800000000	p	Mobile	5.558
US	Federal Government	174800000000	182000000000	p	Earth Exploration-Satellite (passive)	
US	Federal Government	174800000000	182000000000	p	Inter-Satellite	5.562H
US	Federal Government	174800000000	182000000000	p	Space Research (passive)	
US	Federal Government	182000000000	185000000000		-	US246
US	Federal Government	182000000000	185000000000	p	Earth Exploration-Satellite (passive)	
US	Federal Government	182000000000	185000000000	p	Radio Astronomy	
US	Federal Government	182000000000	185000000000	p	Space Research (passive)	
US	Federal Government	185000000000	190000000000	p	Earth Exploration-Satellite (passive)	
US	Federal Government	185000000000	190000000000	p	Inter-Satellite	5.562H
US	Federal Government	185000000000	190000000000	p	Space Research (passive)	
US	Federal Government	190000000000	191800000000		-	US246
US	Federal Government	190000000000	191800000000	p	Earth Exploration-Satellite (passive)	
US	Federal Government	190000000000	191800000000	p	Space Research (passive)	
US	Federal Government	191800000000	200000000000		-	5.341,5.554,US211,US342
US	Federal Government	191800000000	200000000000	p	Fixed	
US	Federal Government	191800000000	200000000000	p	Inter-Satellite	
US	Federal Government	191800000000	200000000000	p	Mobile	5.558
US	Federal Government	191800000000	200000000000	p	Mobile-Satellite	
US	Federal Government	191800000000	200000000000	p	Radionavigation	
US	Federal Government	191800000000	200000000000	p	Radionavigation-Satellite	
US	Federal Government	200000000000	209000000000		-	5.341,5.563A,US246
US	Federal Government	200000000000	209000000000	p	Earth Exploration-Satellite (passive)	
US	Federal Government	200000000000	209000000000	p	Radio Astronomy	US74
US	Federal Government	200000000000	209000000000	p	Space Research (passive)	
US	Federal Government	209000000000	217000000000		-	5.341,5.342
US	Federal Government	209000000000	217000000000	p	Fixed	
US	Federal Government	209000000000	217000000000	p	Fixed-Satellite (Earth-to-space)	
US	Federal Government	209000000000	217000000000	p	Mobile	
US	Federal Government	209000000000	217000000000	p	Radio Astronomy	
US	Federal Government	217000000000	226000000000		-	5.341,US342
US	Federal Government	217000000000	226000000000	p	Fixed	
US	Federal Government	217000000000	226000000000	p	Fixed-Satellite (Earth-to-space)	
US	Federal Government	217000000000	226000000000	p	Mobile	
US	Federal Government	217000000000	226000000000	p	Radio Astronomy	
US	Federal Government	217000000000	226000000000	p	Space Research (passive) 	5.562B
US	Federal Government	226000000000	231500000000		-	US246
US	Federal Government	226000000000	231500000000	p	Earth Exploration-Satellite (passive)	
US	Federal Government	226000000000	231500000000	p	Radio Astronomy	
US	Federal Government	226000000000	231500000000	p	Space Research (passive)	
US	Federal Government	231500000000	232000000000	p	Fixed	
US	Federal Government	231500000000	232000000000	p	Mobile	
US	Federal Government	231500000000	232000000000	s	Radiolocation	
US	Federal Government	232000000000	235000000000	p	Fixed	
US	Federal Government	232000000000	235000000000	p	Fixed-Satellite (space-to-Earth)	
US	Federal Government	232000000000	235000000000	p	Mobile	
US	Federal Government	232000000000	235000000000	s	Radiolocation	
US	Federal Government	235000000000	238000000000		-	5.563A,5.563B
US	Federal Government	235000000000	238000000000	p	Earth Exploration-Satellite (passive)	
US	Federal Government	235000000000	238000000000	p	Fixed-Satellite (space-to-Earth)	
US	Federal Government	235000000000	238000000000	p	Space Research (passive)	
US	Federal Government	238000000000	240000000000	p	Fixed	
US	Federal Government	238000000000	240000000000	p	Fixed-Satellite (space-to-Earth)	
US	Federal Government	238000000000	240000000000	p	Mobile	
US	Federal Government	238000000000	240000000000	p	Radiolocation	
US	Federal Government	238000000000	240000000000	p	Radionavigation	
US	Federal Government	238000000000	240000000000	p	Radionavigation-Satellite	
US	Federal Government	240000000000	241000000000	p	Fixed	
US	Federal Government	240000000000	241000000000	p	Mobile	
US	Federal Government	240000000000	241000000000	p	Radiolocation	
US	Federal Government	241000000000	248000000000		-	5.138,US342
US	Federal Government	241000000000	248000000000	p	Radio Astronomy	
US	Federal Government	241000000000	248000000000	p	Radiolocation	
US	Federal Government	248000000000	250000000000		-	US342
US	Federal Government	248000000000	250000000000	s	Radio Astronomy	
US	Federal Government	250000000000	252000000000		-	5.563A,US246
US	Federal Government	250000000000	252000000000	p	Earth Exploration-Satellite (passive)	
US	Federal Government	250000000000	252000000000	p	Radio Astronomy	US74
US	Federal Government	250000000000	252000000000	p	Space Research (passive)	
US	Federal Government	252000000000	265000000000		-	5.554,US211,US342
US	Federal Government	252000000000	265000000000	p	Fixed	
US	Federal Government	252000000000	265000000000	p	Mobile	
US	Federal Government	252000000000	265000000000	p	Mobile-Satellite (Earth-to-space)	
US	Federal Government	252000000000	265000000000	p	Radio Astronomy	
US	Federal Government	252000000000	265000000000	p	Radionavigation	
US	Federal Government	252000000000	265000000000	p	Radionavigation-Satellite	
US	Federal Government	265000000000	275000000000		-	5.563A,US342
US	Federal Government	265000000000	275000000000	p	Fixed	
US	Federal Government	265000000000	275000000000	p	Fixed-Satellite (Earth-to-space)	
US	Federal Government	265000000000	275000000000	p	Mobile	
US	Federal Government	265000000000	275000000000	p	Radio Astronomy	
US	Federal Government	275000000000	1000000000000		-	5.565
US	Non-Federal-Government	0	9000		-	5.53,5.54
US	Non-Federal-Government	9000	14000		-	US2
US	Non-Federal-Government	9000	14000	p	Radionavigation	US18
US	Non-Federal-Government	14000	19950		-	US2
US	Non-Federal-Government	14000	19950	s	Fixed	
US	Non-Federal-Government	19950	20050		-	US2
US	Non-Federal-Government	19950	20050	p	Standard Frequency And Time Signal (20 kHz)	
US	Non-Federal-Government	20050	59000		-	US2
US	Non-Federal-Government	20050	59000	p	Fixed	
US	Non-Federal-Government	59000	61000		-	US2
US	Non-Federal-Government	59000	61000	p	Standard Frequency And Time Signal (60 kHz)	
US	Non-Federal-Government	61000	70000		-	US2
US	Non-Federal-Government	61000	70000	p	Fixed	
US	Non-Federal-Government	70000	90000		-	US2
US	Non-Federal-Government	70000	90000	p	Fixed	
US	Non-Federal-Government	70000	90000	s	Radiolocation	
US	Non-Federal-Government	90000	110000		-	US2,US104
US	Non-Federal-Government	90000	110000	p	Radionavigation	5.62,US18
US	Non-Federal-Government	110000	130000		-	5.64,US2
US	Non-Federal-Government	110000	130000	p	Fixed	
US	Non-Federal-Government	110000	130000	p	Maritime Mobile	
US	Non-Federal-Government	110000	130000	s	Radiolocation	
US	Non-Federal-Government	130000	160000		-	5.64,US2
US	Non-Federal-Government	130000	160000	p	Fixed	
US	Non-Federal-Government	130000	160000	p	Maritime Mobile	
US	Non-Federal-Government	160000	190000		-	US2
US	Non-Federal-Government	160000	190000	p	Fixed	
US	Non-Federal-Government	190000	200000		-	US2
US	Non-Federal-Government	190000	200000	p	Aeronautical Radionavigation	US18
US	Non-Federal-Government	200000	275000		-	US2
US	Non-Federal-Government	200000	275000	s	Aeronautical Mobile	
US	Non-Federal-Government	200000	275000	p	Aeronautical Radionavigation	US18
US	Non-Federal-Government	275000	285000		-	US2,US18
US	Non-Federal-Government	275000	285000	s	Aeronautical Mobile	
US	Non-Federal-Government	275000	285000	p	Aeronautical Radionavigation	
US	Non-Federal-Government	275000	285000	s	Maritime Radionavigation (radiobeacons)	
US	Non-Federal-Government	285000	325000		-	US2,US18,US364
US	Non-Federal-Government	285000	325000	s	Aeronautical Radionavigation (radiobeacons)	
US	Non-Federal-Government	285000	325000	p	Maritime Radionavigation (radiobeacons) 	5.73
US	Non-Federal-Government	325000	335000		-	US2,US18
US	Non-Federal-Government	325000	335000	s	Aeronautical Mobile	
US	Non-Federal-Government	325000	335000	p	Aeronautical Radionavigation (radiobeacons)	
US	Non-Federal-Government	325000	335000	s	Maritime Radionavigation (radiobeacons)	
US	Non-Federal-Government	335000	405000		-	US2
US	Non-Federal-Government	335000	405000	s	Aeronautical Mobile	
US	Non-Federal-Government	335000	405000	p	Aeronautical Radionavigation (radiobeacons) 	US18
US	Non-Federal-Government	405000	415000		-	US2
US	Non-Federal-Government	405000	415000	s	Aeronautical Mobile	
US	Non-Federal-Government	405000	415000	p	Radionavigation	5.76,US18
US	Non-Federal-Government	415000	435000		-	US2
US	Non-Federal-Government	415000	435000	p	Aeronautical Radionavigation	
US	Non-Federal-Government	415000	435000	p	Maritime Mobile	5.79
US	Non-Federal-Government	435000	495000		-	5.82,US2,US231
US	Non-Federal-Government	435000	495000	p	Maritime Mobile	5.79,5.79A
US	Non-Federal-Government	495000	505000	p	Mobile (distress and calling)	
US	Non-Federal-Government	505000	510000	p	Maritime Mobile	5.79
US	Non-Federal-Government	510000	525000		-	US14,US225
US	Non-Federal-Government	510000	525000	p	Aeronautical Radionavigation (radiobeacons) 	US18
US	Non-Federal-Government	510000	525000	p	Maritime Mobile (ships only) 	5.79A,5.84
US	Non-Federal-Government	525000	535000		-	US239
US	Non-Federal-Government	525000	535000	p	Aeronautical Radionavigation (radiobeacons) 	US18
US	Non-Federal-Government	525000	535000	p	Mobile	US221
US	Non-Federal-Government	535000	1605000	p	Broadcasting	
US	Non-Federal-Government	535000	1605000		-	NG1 NG5	
US	Non-Federal-Government	1605000	1705000		-	US299,NG1,NG5
US	Non-Federal-Government	1605000	1705000	p	Broadcasting	5.89
US	Non-Federal-Government	1705000	1800000		-	US240
US	Non-Federal-Government	1705000	1800000	p	Fixed	
US	Non-Federal-Government	1705000	1800000	p	Mobile	
US	Non-Federal-Government	1705000	1800000	p	Radiolocation	
US	Non-Federal-Government	1800000	1900000	p	Amateur	
US	Non-Federal-Government	1900000	2000000		-	US290
US	Non-Federal-Government	1900000	2000000	p	Radiolocation	
US	Non-Federal-Government	2000000	2065000		-	US340,NG7
US	Non-Federal-Government	2000000	2065000	p	Maritime Mobile	
US	Non-Federal-Government	2065000	2107000		-	US296,US340
US	Non-Federal-Government	2065000	2107000	p	Maritime Mobile	5.105
US	Non-Federal-Government	2107000	2170000		-	US340,NG7
US	Non-Federal-Government	2107000	2170000	p	Fixed	
US	Non-Federal-Government	2107000	2170000	p	Mobile except aeronautical mobile	
US	Non-Federal-Government	2170000	2173500		-	US340
US	Non-Federal-Government	2170000	2173500	p	Maritime Mobile	
US	Non-Federal-Government	2173500	2190500		-	5.108,5.109,5.110,5.111,US279,US340
US	Non-Federal-Government	2173500	2190500	p	Mobile (distress and calling)	
US	Non-Federal-Government	2190500	2194000		-	US340
US	Non-Federal-Government	2190500	2194000	p	Maritime Mobile	
US	Non-Federal-Government	2194000	2495000		-	US22,US340,NG7
US	Non-Federal-Government	2194000	2495000	p	Fixed	
US	Non-Federal-Government	2194000	2495000	p	Mobile except aeronautical mobile	
US	Non-Federal-Government	2495000	2505000		-	US1,US340
US	Non-Federal-Government	2495000	2505000	p	Standard Frequency And Time Signal (2500 kHz)	
US	Non-Federal-Government	2505000	2850000		-	US22,US340
US	Non-Federal-Government	2505000	2850000	p	Fixed	
US	Non-Federal-Government	2505000	2850000	p	Mobile except aeronautical mobile	US285
US	Non-Federal-Government	2850000	3025000		-	5.111,5.115,US283,US340
US	Non-Federal-Government	2850000	3025000	p	Aeronautical Mobile (R)	
US	Non-Federal-Government	3025000	3155000		-	US340
US	Non-Federal-Government	3025000	3155000	p	Aeronautical Mobile (OR)	
US	Non-Federal-Government	3155000	3230000		-	US22,US340
US	Non-Federal-Government	3155000	3230000	p	Fixed	
US	Non-Federal-Government	3155000	3230000	p	Mobile except aeronautical mobile (R)	
US	Non-Federal-Government	3230000	3400000		-	US340
US	Non-Federal-Government	3230000	3400000	p	Fixed	
US	Non-Federal-Government	3230000	3400000	p	Mobile except aeronautical mobile	
US	Non-Federal-Government	3230000	3400000	s	Radiolocation	
US	Non-Federal-Government	3400000	3500000		-	US283,US340
US	Non-Federal-Government	3400000	3500000	p	Aeronautical Mobile (R)	
US	Non-Federal-Government	3500000	4000000		-	US340
US	Non-Federal-Government	3500000	4000000	p	Amateur	
US	Non-Federal-Government	4000000	4063000		-	US340
US	Non-Federal-Government	4000000	4063000	p	Fixed	
US	Non-Federal-Government	4000000	4063000	p	Maritime Mobile	
US	Non-Federal-Government	4063000	4438000		-	US296,US340
